CLE_ABONNEMENT,CLE_FACTURE,DATE_EMISSION_FACTURE,CONSO_FACTURE,DATE_RELEVE_INDEX_PRECEDENT_FACTURE_COMPOSITE,DATE_RELEVE_INDEX_FACTURE,NB_FACTURES_PAR_PDS,NB_JOURS_CONNUS,NUM_FAC_PAR_PDS
GN_1180380301214601,GN|1180380301214601|22910|1|00000,2022-09-27,113,2022-03-15,2022-08-22,5,160,1
GN_1180380301215701,GN|1180380301215701|22910|1|00000,2022-09-27,782,2022-03-15,2022-08-22,5,160,1
GN_1180380301216201,GN|1180380301216201|23920|1|00000,2023-10-06,353,2023-03-28,2023-09-04,5,160,3
GN_1180380301225101,GN|1180380301225101|23920|1|00000,2023-10-06,44,2023-03-28,2023-09-04,5,160,3
GN_1180380301238502,GN|1180380301238502|22910|1|00000,2022-09-27,283,2022-03-15,2022-08-22,5,160,1
GN_1180380301242901,GN|1180380301242901|23920|1|00000,2023-10-06,0,2023-03-28,2023-09-04,5,160,3
GN_1180380301244101,GN|1180380301244101|23920|1|00000,2023-10-06,1,2023-03-28,2023-09-04,5,160,3
GN_1180380301244501,GN|1180380301244501|23920|1|00000,2023-10-06,0,2023-03-28,2023-09-04,4,160,3
GN_1180380301244901,GN|1180380301244901|22910|1|00000,2022-09-27,0,2022-03-15,2022-08-22,5,160,1
GN_1180380301250801,GN|1180380301250801|23920|1|00000,2023-10-06,52,2023-03-28,2023-09-04,5,160,3
GN_1180380301257002,GN|1180380301257002|22910|1|00000,2022-09-27,158,2022-03-15,2022-08-22,5,160,1
GN_1180380301266002,GN|1180380301266002|23920|1|00000,2023-10-06,0,2023-03-28,2023-09-04,5,160,3
GN_1180380301268901,GN|1180380301268901|23920|1|00000,2023-10-06,0,2023-03-28,2023-09-04,5,160,3
GN_1180380301270201,GN|1180380301270201|22910|1|00000,2022-09-27,18,2022-03-15,2022-08-22,5,160,1
GN_1180380301270401,GN|1180380301270401|23920|1|00000,2023-10-06,89,2023-03-28,2023-09-04,5,160,3
GN_1180380301270601,GN|1180380301270601|22910|1|00000,2022-09-27,0,2022-03-15,2022-08-22,5,160,1
GN_1180380301272101,GN|1180380301272101|22910|1|00000,2022-09-27,0,2022-03-15,2022-08-22,5,160,1
GN_1180380301273401,GN|1180380301273401|22910|1|00000,2022-09-27,0,2022-03-15,2022-08-22,5,160,1
GN_1180380301278001,GN|1180380301278001|22910|1|00000,2022-09-27,19,2022-03-15,2022-08-22,5,160,1
GN_1180380301280201,GN|1180380301280201|24910|1|00000,2024-09-24,0,2024-03-05,2024-08-12,4,160,4
GN_1180480400539401,GN|1180480400539401|23210|1|00000,2023-02-28,0,2022-08-19,2023-01-26,5,160,2
GN_1180480400684001,GN|1180480400684001|23210|1|00000,2023-02-28,203,2022-08-20,2023-01-27,5,160,2
GN_1180480400684201,GN|1180480400684201|23210|1|00000,2023-02-28,315,2022-08-19,2023-01-26,5,160,2
GN_1180580500211401,GN|1180580500211401|23210|1|00000,2023-04-07,47,2022-09-27,2023-03-06,5,160,2
GN_1180680600067902,GN|1180680600067902|23210|1|00000,2023-03-23,9,2022-09-19,2023-02-26,5,160,2
GN_1180680600087203,GN|1180680600087203|23210|1|00000,2023-03-23,63,2022-09-19,2023-02-26,5,160,2
GN_1180880800024301,GN|1180880800024301|24210|1|00000,2024-03-25,7,2023-09-18,2024-02-25,5,160,4
GN_1180880800029101,GN|1180880800029101|24210|1|00000,2024-03-25,1,2023-09-18,2024-02-25,5,160,4
GN_1180880800046502,GN|1180880800046502|24210|1|00000,2024-03-25,12,2023-09-18,2024-02-25,5,160,4
GN_1180880800052502,GN|1180880800052502|23210|1|00000,2023-03-28,8,2022-09-19,2023-02-26,5,160,2
GN_1180880800052502,GN|1180880800052502|24210|1|00000,2024-03-25,8,2023-09-18,2024-02-25,5,160,4
GN_1180880800104602,GN|1180880800104602|24210|1|00000,2024-03-25,103,2023-09-18,2024-02-25,5,160,4
GN_1180880800117601,GN|1180880800117601|24210|1|00000,2024-03-25,10,2023-09-18,2024-02-25,5,160,4
GN_1180880800118401,GN|1180880800118401|24210|1|00000,2024-03-25,286,2023-09-18,2024-02-25,5,160,4
GN_1180880800146701,GN|1180880800146701|24210|1|00000,2024-03-25,11,2023-09-18,2024-02-25,5,160,4
GN_1180880800157601,GN|1180880800157601|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800166401,GN|1180880800166401|24210|1|00000,2024-03-25,115,2023-09-18,2024-02-25,5,160,4
GN_1180880800172701,GN|1180880800172701|24210|1|00000,2024-03-25,5,2023-09-18,2024-02-25,5,160,4
GN_1180880800173202,GN|1180880800173202|24210|1|00000,2024-03-25,43,2023-09-18,2024-02-25,5,160,4
GN_1180880800188404,GN|1180880800188404|24210|1|00000,2024-03-25,7,2023-09-17,2024-02-24,5,160,4
GN_1180880800196310,GN|1180880800196310|24210|1|00000,2024-03-25,31,2023-09-18,2024-02-25,5,160,4
GN_1180880800202906,GN|1180880800202906|24210|1|00000,2024-03-25,64,2023-09-18,2024-02-25,5,160,4
GN_1180880800206901,GN|1180880800206901|24210|1|00000,2024-03-25,17,2023-09-19,2024-02-26,5,160,4
GN_1180880800213509,GN|1180880800213509|24210|1|00000,2024-03-25,73,2023-09-18,2024-02-25,4,160,4
GN_1180880800223101,GN|1180880800223101|24210|1|00000,2024-03-25,1,2023-09-18,2024-02-25,5,160,4
GN_1180880800223501,GN|1180880800223501|23210|1|00000,2023-03-28,0,2022-09-19,2023-02-26,5,160,2
GN_1180880800223501,GN|1180880800223501|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800223601,GN|1180880800223601|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800223701,GN|1180880800223701|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800231901,GN|1180880800231901|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800232802,GN|1180880800232802|24210|1|00000,2024-03-25,233,2023-09-18,2024-02-25,5,160,4
GN_1180880800240301,GN|1180880800240301|24210|1|00000,2024-03-25,75,2023-09-18,2024-02-25,5,160,4
GN_1180880800259701,GN|1180880800259701|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800277401,GN|1180880800277401|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800277501,GN|1180880800277501|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800281901,GN|1180880800281901|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800286101,GN|1180880800286101|24210|1|00000,2024-03-25,38,2023-09-18,2024-02-25,5,160,4
GN_1180880800292201,GN|1180880800292201|24210|1|00000,2024-03-25,0,2023-09-18,2024-02-25,5,160,4
GN_1180880800301902,GN|1180880800301902|24210|1|00000,2024-03-25,163,2023-09-18,2024-02-25,5,160,4
GN_1180880800302602,GN|1180880800302602|24210|1|00000,2024-03-25,69,2023-09-18,2024-02-25,5,160,4
GN_1180880800303901,GN|1180880800303901|24210|1|00000,2024-03-25,274,2023-09-18,2024-02-25,5,160,4
GN_1180880800305901,GN|1180880800305901|24210|1|00000,2024-03-25,165,2023-09-18,2024-02-25,5,160,4
GN_1180880800307502,GN|1180880800307502|24210|1|00000,2024-03-25,32,2023-09-18,2024-02-25,5,160,4
GN_1180880800311601,GN|1180880800311601|24210|1|00000,2024-03-25,24,2023-09-18,2024-02-25,5,160,4
GN_1180880800315404,GN|1180880800315404|24210|1|00000,2024-03-25,66,2023-09-18,2024-02-25,5,160,4
GN_1180880800315601,GN|1180880800315601|24210|1|00000,2024-03-25,84,2023-09-18,2024-02-25,5,160,4
GN_1180880800319801,GN|1180880800319801|24210|1|00000,2024-03-25,15,2023-09-18,2024-02-25,5,160,4
GN_1180880800326803,GN|1180880800326803|24210|1|00000,2024-03-25,23,2023-09-18,2024-02-25,5,160,4
GN_1180880800339301,GN|1180880800339301|24210|1|00000,2024-03-25,14,2023-09-18,2024-02-25,5,160,4
GN_1180880800351601,GN|1180880800351601|24210|1|00000,2024-03-25,22,2023-09-18,2024-02-25,5,160,4
GN_1180980900737401,GN|1180980900737401|23210|1|00000,2023-03-17,1,2022-09-01,2023-02-08,5,160,2
GN_1181881800075801,GN|1181881800075801|23210|1|00000,2023-05-15,435,2022-11-07,2023-04-16,5,160,2
GN_1183183100235601,GN|1183183100235601|24210|1|00000,2024-03-26,0,2023-09-25,2024-03-03,5,160,4
GN_1184184100047802,GN|1184184100047802|22220|1|00000,2022-12-16,7,2022-06-29,2022-12-06,5,160,1
GN_1184184100239301,GN|1184184100239301|24220|1|00000,2024-12-10,110,2024-06-19,2024-11-26,5,160,5
GN_1184184100285001,GN|1184184100285001|24220|1|00000,2024-12-10,0,2024-06-26,2024-12-03,5,160,5
GN_1184184100693601,GN|1184184100693601|23220|1|00000,2023-12-15,7,2023-06-21,2023-11-28,4,160,2
GN_1184184100693901,GN|1184184100693901|23220|1|00000,2023-12-15,11,2023-06-21,2023-11-28,4,160,2
GN_1184284200018802,GN|1184284200018802|23220|1|00000,2023-12-15,88,2023-06-21,2023-11-28,5,160,3
GN_1184284200047702,GN|1184284200047702|23220|1|00000,2023-12-15,8,2023-06-21,2023-11-28,5,160,3
GN_1184284200053106,GN|1184284200053106|23220|1|00000,2023-12-15,0,2023-06-21,2023-11-28,5,160,3
GN_1184284200057702,GN|1184284200057702|23220|1|00000,2023-12-15,44,2023-06-21,2023-11-28,4,160,3
GN_1184284200072901,GN|1184284200072901|23220|1|00000,2023-12-15,1,2023-06-21,2023-11-28,5,160,3
GN_1184284200073201,GN|1184284200073201|23220|1|00000,2023-12-15,20,2023-06-21,2023-11-28,5,160,3
GN_1184284200073601,GN|1184284200073601|24220|1|00000,2024-12-10,0,2024-06-19,2024-11-26,5,160,5
GN_1184284200073901,GN|1184284200073901|23220|1|00000,2023-12-15,117,2023-06-22,2023-11-29,5,160,3
GN_1184284200076701,GN|1184284200076701|24220|1|00000,2024-12-10,52,2024-06-18,2024-11-25,5,160,5
GN_1184284200162001,GN|1184284200162001|24220|1|00000,2024-12-10,585,2024-06-18,2024-11-25,5,160,5
GN_1184284200164001,GN|1184284200164001|23220|1|00000,2023-12-15,10,2023-06-21,2023-11-28,5,160,3
GN_1184284200167601,GN|1184284200167601|24220|1|00000,2024-12-10,82,2024-06-18,2024-11-25,5,160,5
GN_1184284200168902,GN|1184284200168902|23220|1|00000,2023-12-15,15,2023-06-21,2023-11-28,5,160,3
GN_1184284200172801,GN|1184284200172801|24220|1|00000,2024-12-10,2017,2024-06-19,2024-11-26,5,160,5
GN_1184284200174801,GN|1184284200174801|23220|1|00000,2023-12-15,12,2023-06-21,2023-11-28,5,160,3
GN_1184284200174801,GN|1184284200174801|24220|1|00000,2024-12-10,3,2024-06-18,2024-11-25,5,160,5
GN_1184284200184701,GN|1184284200184701|23220|1|00000,2023-12-15,62,2023-06-21,2023-11-28,5,160,3
GN_1184284200204501,GN|1184284200204501|24220|1|00000,2024-12-10,0,2024-06-19,2024-11-26,5,160,5
GN_1184284200208401,GN|1184284200208401|23220|1|00000,2023-12-15,0,2023-06-21,2023-11-28,5,160,3
GN_1184284200221201,GN|1184284200221201|23220|1|00000,2023-12-15,23,2023-06-21,2023-11-28,5,160,3
GN_1184284200244501,GN|1184284200244501|23220|1|00000,2023-12-15,1,2023-06-21,2023-11-28,6,160,4
GN_0774401020165802,GN|0774401020165802|24733|1|00000,2024-11-04,141887,2024-05-13,2024-10-21,3,161,3
GN_1180180100047302,GN|1180180100047302|24950|1|00000,2024-11-19,2,2024-05-21,2024-10-29,6,161,6
GN_1180180100087301,GN|1180180100087301|24950|1|00000,2024-11-19,17,2024-05-20,2024-10-28,5,161,5
GN_1180180100087903,GN|1180180100087903|24950|1|00000,2024-11-19,8,2024-05-21,2024-10-29,5,161,5
GN_1180180100104002,GN|1180180100104002|24950|1|00000,2024-11-19,9,2024-05-21,2024-10-29,5,161,5
GN_1180180100110307,GN|1180180100110307|24950|1|00000,2024-11-19,16,2024-05-21,2024-10-29,5,161,5
GN_1180180100111602,GN|1180180100111602|23920|1|00000,2023-10-05,6,2023-04-01,2023-09-09,5,161,3
GN_1180180100111704,GN|1180180100111704|24950|1|00000,2024-11-19,50,2024-05-21,2024-10-29,5,161,5
GN_1180180100112902,GN|1180180100112902|24950|1|00000,2024-11-19,18,2024-05-21,2024-10-29,5,161,5
GN_1180180100173604,GN|1180180100173604|24950|1|00000,2024-11-19,65,2024-05-21,2024-10-29,5,161,5
GN_1180180100176904,GN|1180180100176904|24950|1|00000,2024-11-19,63,2024-05-21,2024-10-29,5,161,5
GN_1180180100217704,GN|1180180100217704|22910|1|00000,2022-10-10,0,2022-03-31,2022-09-08,5,161,1
GN_1180180100229803,GN|1180180100229803|24930|1|00000,2024-10-28,32,2024-04-30,2024-10-08,5,161,5
GN_1180180100229901,GN|1180180100229901|24930|1|00000,2024-10-28,0,2024-05-06,2024-10-14,5,161,5
GN_1180180100235806,GN|1180180100235806|24930|1|00000,2024-10-28,151,2024-04-30,2024-10-08,5,161,5
GN_1180180100239701,GN|1180180100239701|24930|1|00000,2024-10-28,96,2024-04-30,2024-10-08,5,161,5
GN_1180180100242702,GN|1180180100242702|24930|1|00000,2024-10-28,495,2024-04-30,2024-10-08,5,161,5
GN_1180180100244904,GN|1180180100244904|24930|1|00000,2024-10-28,49,2024-04-30,2024-10-08,5,161,5
GN_1180180100267701,GN|1180180100267701|23920|1|00000,2023-10-05,161,2023-04-01,2023-09-09,5,161,3
GN_1180180100268703,GN|1180180100268703|23920|1|00000,2023-10-05,52,2023-04-02,2023-09-10,5,161,3
GN_1180180100269705,GN|1180180100269705|23920|1|00000,2023-10-05,113,2023-04-01,2023-09-09,6,161,4
GN_1180180100273203,GN|1180180100273203|23920|1|00000,2023-10-05,34,2023-04-01,2023-09-09,4,161,3
GN_1180180100286302,GN|1180180100286302|23920|1|00000,2023-10-05,68,2023-04-01,2023-09-09,5,161,3
GN_1180180100297603,GN|1180180100297603|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180100297901,GN|1180180100297901|23920|1|00000,2023-10-05,174,2023-04-01,2023-09-09,5,161,3
GN_1180180100298101,GN|1180180100298101|23920|1|00000,2023-10-05,221,2023-04-01,2023-09-09,5,161,3
GN_1180180100298301,GN|1180180100298301|23920|1|00000,2023-10-05,210,2023-04-01,2023-09-09,5,161,3
GN_1180180100298501,GN|1180180100298501|23920|1|00000,2023-10-05,206,2023-04-01,2023-09-09,5,161,3
GN_1180180100298601,GN|1180180100298601|23920|1|00000,2023-10-05,306,2023-04-01,2023-09-09,5,161,3
GN_1180180100298701,GN|1180180100298701|23920|1|00000,2023-10-05,136,2023-04-01,2023-09-09,5,161,3
GN_1180180100298801,GN|1180180100298801|23920|1|00000,2023-10-05,131,2023-04-01,2023-09-09,5,161,3
GN_1180180100298901,GN|1180180100298901|23920|1|00000,2023-10-05,142,2023-04-01,2023-09-09,5,161,3
GN_1180180100299001,GN|1180180100299001|23920|1|00000,2023-10-05,129,2023-04-01,2023-09-09,5,161,3
GN_1180180100299101,GN|1180180100299101|23920|1|00000,2023-10-05,185,2023-04-01,2023-09-09,5,161,3
GN_1180180100299201,GN|1180180100299201|23920|1|00000,2023-10-05,253,2023-04-01,2023-09-09,5,161,3
GN_1180180100310504,GN|1180180100310504|24930|1|00000,2024-10-28,0,2024-04-30,2024-10-08,6,161,6
GN_1180180100324801,GN|1180180100324801|24930|1|00000,2024-10-28,26,2024-04-30,2024-10-08,5,161,5
GN_1180180100335205,GN|1180180100335205|24930|1|00000,2024-10-28,8,2024-04-30,2024-10-08,5,161,5
GN_1180180100335707,GN|1180180100335707|24930|1|00000,2024-10-28,8,2024-04-30,2024-10-08,5,161,5
GN_1180180100365602,GN|1180180100365602|24910|1|00000,2024-09-30,99,2024-03-21,2024-08-29,5,161,5
GN_1180180100403709,GN|1180180100403709|24930|1|00000,2024-10-28,48,2024-04-30,2024-10-08,4,161,4
GN_1180180100478901,GN|1180180100478901|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180100488303,GN|1180180100488303|23920|1|00000,2023-10-05,5,2023-04-01,2023-09-09,5,161,3
GN_1180180100491503,GN|1180180100491503|23920|1|00000,2023-10-05,1,2023-03-31,2023-09-08,6,161,4
GN_1180180100494203,GN|1180180100494203|23920|1|00000,2023-10-05,5,2023-04-01,2023-09-09,5,161,3
GN_1180180100509710,GN|1180180100509710|23920|1|00000,2023-10-05,1,2023-04-01,2023-09-09,6,161,4
GN_1180180100511801,GN|1180180100511801|23920|1|00000,2023-10-05,101,2023-04-01,2023-09-09,5,161,3
GN_1180180100516602,GN|1180180100516602|23920|1|00000,2023-10-05,25,2023-04-01,2023-09-09,5,161,3
GN_1180180100518701,GN|1180180100518701|23920|1|00000,2023-10-05,46,2023-04-01,2023-09-09,5,161,3
GN_1180180100520801,GN|1180180100520801|23920|1|00000,2023-10-05,125,2023-04-01,2023-09-09,5,161,3
GN_1180180100572604,GN|1180180100572604|23920|1|00000,2023-10-05,4,2023-04-01,2023-09-09,5,161,3
GN_1180180100574102,GN|1180180100574102|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180100576601,GN|1180180100576601|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180100613302,GN|1180180100613302|24910|1|00000,2024-09-30,325,2024-03-17,2024-08-25,5,161,5
GN_1180180100624301,GN|1180180100624301|24910|1|00000,2024-09-30,198,2024-03-17,2024-08-25,5,161,5
GN_1180180100681104,GN|1180180100681104|23920|1|00000,2023-10-05,0,2023-03-31,2023-09-08,5,161,3
GN_1180180100682202,GN|1180180100682202|23920|1|00000,2023-10-05,133,2023-03-31,2023-09-08,5,161,3
GN_1180180100685306,GN|1180180100685306|23920|1|00000,2023-10-05,38,2023-04-01,2023-09-09,5,161,4
GN_1180180100693201,GN|1180180100693201|23920|1|00000,2023-10-05,75,2023-04-01,2023-09-09,5,161,3
GN_1180180100697002,GN|1180180100697002|23920|1|00000,2023-10-05,278,2023-04-01,2023-09-09,5,161,3
GN_1180180100697605,GN|1180180100697605|23920|1|00000,2023-10-05,30,2023-03-31,2023-09-08,5,161,3
GN_1180180100697702,GN|1180180100697702|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180100764301,GN|1180180100764301|23920|1|00000,2023-10-05,90,2023-03-30,2023-09-07,5,161,3
GN_1180180100771904,GN|1180180100771904|22920|1|00000,2022-10-18,45,2022-04-12,2022-09-20,5,161,1
GN_1180180100777601,GN|1180180100777601|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180100781604,GN|1180180100781604|23920|1|00000,2023-10-05,10,2023-04-01,2023-09-09,5,161,3
GN_1180180100781801,GN|1180180100781801|23920|1|00000,2023-10-05,16,2023-04-01,2023-09-09,5,161,3
GN_1180180100783802,GN|1180180100783802|23920|1|00000,2023-10-05,44,2023-04-01,2023-09-09,5,161,3
GN_1180180100784401,GN|1180180100784401|23920|1|00000,2023-10-05,200,2023-04-01,2023-09-09,5,161,3
GN_1180180100784503,GN|1180180100784503|23920|1|00000,2023-10-05,3,2023-04-01,2023-09-09,5,161,3
GN_1180180100786103,GN|1180180100786103|23920|1|00000,2023-10-05,106,2023-04-01,2023-09-09,5,161,3
GN_1180180100788602,GN|1180180100788602|23920|1|00000,2023-10-05,46,2023-04-01,2023-09-09,5,161,3
GN_1180180100799901,GN|1180180100799901|23920|1|00000,2023-10-05,3,2023-04-01,2023-09-09,5,161,3
GN_1180180100802803,GN|1180180100802803|23920|1|00000,2023-10-05,6,2023-04-01,2023-09-09,5,161,3
GN_1180180100896502,GN|1180180100896502|24930|1|00000,2024-10-28,68,2024-04-30,2024-10-08,5,161,5
GN_1180180101053501,GN|1180180101053501|23920|1|00000,2023-10-05,40,2023-04-01,2023-09-09,5,161,3
GN_1180180101054604,GN|1180180101054604|23920|1|00000,2023-10-05,176,2023-04-01,2023-09-09,7,161,3
GN_1180180101058005,GN|1180180101058005|23920|1|00000,2023-10-05,96,2023-04-01,2023-09-09,5,161,3
GN_1180180101062102,GN|1180180101062102|23920|1|00000,2023-10-05,6,2023-04-01,2023-09-09,4,161,3
GN_1180180101062503,GN|1180180101062503|23920|1|00000,2023-10-05,9,2023-04-01,2023-09-09,4,161,2
GN_1180180101063906,GN|1180180101063906|23920|1|00000,2023-10-05,1109,2023-04-01,2023-09-09,5,161,3
GN_1180180101064304,GN|1180180101064304|23920|1|00000,2023-10-05,2,2023-04-01,2023-09-09,5,161,3
GN_1180180101065802,GN|1180180101065802|23920|1|00000,2023-10-05,10,2023-04-01,2023-09-09,5,161,3
GN_1180180101077302,GN|1180180101077302|23920|1|00000,2023-10-05,555,2023-04-01,2023-09-09,5,161,3
GN_1180180101091301,GN|1180180101091301|23920|1|00000,2023-10-05,6,2023-04-01,2023-09-09,5,161,3
GN_1180180101501501,GN|1180180101501501|24950|1|00000,2024-11-19,120,2024-05-22,2024-10-30,5,161,5
GN_1180180101502101,GN|1180180101502101|24950|1|00000,2024-11-19,121,2024-05-21,2024-10-29,5,161,5
GN_1180180101507701,GN|1180180101507701|24930|1|00000,2024-10-28,313,2024-04-30,2024-10-08,5,161,5
GN_1180180101509501,GN|1180180101509501|23920|1|00000,2023-10-05,93,2023-04-01,2023-09-09,5,161,3
GN_1180180101509602,GN|1180180101509602|23920|1|00000,2023-10-05,98,2023-04-01,2023-09-09,5,161,3
GN_1180180101509701,GN|1180180101509701|23920|1|00000,2023-10-05,41,2023-04-01,2023-09-09,5,161,3
GN_1180180101512101,GN|1180180101512101|23920|1|00000,2023-10-05,1,2023-04-01,2023-09-09,5,161,3
GN_1180180101524201,GN|1180180101524201|23920|1|00000,2023-10-05,1605,2023-04-01,2023-09-09,5,161,3
GN_1180180101524301,GN|1180180101524301|23920|1|00000,2023-10-05,10,2023-04-01,2023-09-09,5,161,3
GN_1180180101524901,GN|1180180101524901|23920|1|00000,2023-10-05,316,2023-04-01,2023-09-09,5,161,3
GN_1180180101525904,GN|1180180101525904|22950|1|00000,2022-12-13,128,2022-05-21,2022-10-29,5,161,1
GN_1180180101541804,GN|1180180101541804|23920|1|00000,2023-10-05,72,2023-04-01,2023-09-09,5,161,3
GN_1180180101598203,GN|1180180101598203|23920|1|00000,2023-10-05,6,2023-04-01,2023-09-09,5,161,3
GN_1180180101613801,GN|1180180101613801|24930|1|00000,2024-10-28,0,2024-05-06,2024-10-14,5,161,5
GN_1180180101614101,GN|1180180101614101|23920|1|00000,2023-10-05,1047,2023-04-01,2023-09-09,5,161,3
GN_1180180101686702,GN|1180180101686702|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180101687501,GN|1180180101687501|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180101692902,GN|1180180101692902|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180101827308,GN|1180180101827308|23920|1|00000,2023-10-05,59,2023-04-01,2023-09-09,5,161,3
GN_1180180101828308,GN|1180180101828308|23920|1|00000,2023-10-05,51,2023-04-01,2023-09-09,5,161,3
GN_1180180101833602,GN|1180180101833602|23920|1|00000,2023-10-05,103,2023-04-01,2023-09-09,5,161,3
GN_1180180101834402,GN|1180180101834402|23920|1|00000,2023-10-05,4,2023-04-01,2023-09-09,5,161,3
GN_1180180101844604,GN|1180180101844604|24930|1|00000,2024-10-28,57,2024-05-06,2024-10-14,5,161,5
GN_1180180101852208,GN|1180180101852208|23920|1|00000,2023-10-05,6,2023-04-01,2023-09-09,5,161,3
GN_1180180102008105,GN|1180180102008105|23920|1|00000,2023-10-05,127,2023-04-01,2023-09-09,5,161,3
GN_1180180102018804,GN|1180180102018804|23920|1|00000,2023-10-05,11,2023-04-01,2023-09-09,5,161,3
GN_1180180102040603,GN|1180180102040603|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,4
GN_1180180102063601,GN|1180180102063601|23920|1|00000,2023-10-05,129,2023-04-01,2023-09-09,5,161,3
GN_1180180102064003,GN|1180180102064003|24930|1|00000,2024-10-28,17,2024-05-01,2024-10-09,5,161,5
GN_1180180102102303,GN|1180180102102303|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180102131901,GN|1180180102131901|23920|1|00000,2023-10-05,469,2023-04-01,2023-09-09,5,161,3
GN_1180180102150906,GN|1180180102150906|23920|1|00000,2023-10-05,34,2023-04-01,2023-09-09,5,161,3
GN_1180180102189504,GN|1180180102189504|24950|1|00000,2024-11-19,159,2024-05-21,2024-10-29,5,161,5
GN_1180180102196101,GN|1180180102196101|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180102201406,GN|1180180102201406|24950|1|00000,2024-11-19,3,2024-05-21,2024-10-29,5,161,5
GN_1180180102224804,GN|1180180102224804|23920|1|00000,2023-10-05,5,2023-04-01,2023-09-09,5,161,3
GN_1180180102238003,GN|1180180102238003|24930|1|00000,2024-10-28,0,2024-04-30,2024-10-08,5,161,5
GN_1180180102243003,GN|1180180102243003|23920|1|00000,2023-10-05,1,2023-04-01,2023-09-09,5,161,3
GN_1180180102269801,GN|1180180102269801|23920|1|00000,2023-10-05,186,2023-04-01,2023-09-09,5,161,3
GN_1180180102287702,GN|1180180102287702|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180102296503,GN|1180180102296503|24930|1|00000,2024-10-28,0,2024-04-30,2024-10-08,6,161,6
GN_1180180102299503,GN|1180180102299503|24930|1|00000,2024-10-28,67,2024-04-30,2024-10-08,5,161,5
GN_1180180102299803,GN|1180180102299803|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180102367601,GN|1180180102367601|24950|1|00000,2024-11-19,156,2024-05-28,2024-11-05,5,161,5
GN_1180180102377505,GN|1180180102377505|23920|1|00000,2023-10-05,13,2023-04-01,2023-09-09,5,161,3
GN_1180180102381102,GN|1180180102381102|24930|1|00000,2024-10-28,0,2024-04-30,2024-10-08,5,161,5
GN_1180180102436409,GN|1180180102436409|23920|1|00000,2023-10-05,65,2023-04-01,2023-09-09,5,161,3
GN_1180180102464205,GN|1180180102464205|23920|1|00000,2023-10-05,41,2023-04-01,2023-09-09,5,161,3
GN_1180180102483701,GN|1180180102483701|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180102484702,GN|1180180102484702|23920|1|00000,2023-10-05,2,2023-04-01,2023-09-09,5,161,3
GN_1180180102492906,GN|1180180102492906|23920|1|00000,2023-10-05,5,2023-04-01,2023-09-09,5,161,3
GN_1180180102501605,GN|1180180102501605|23920|1|00000,2023-10-05,38,2023-04-01,2023-09-09,5,161,3
GN_1180180102540104,GN|1180180102540104|23920|1|00000,2023-10-05,5,2023-04-01,2023-09-09,5,161,3
GN_1180180102572001,GN|1180180102572001|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180102575601,GN|1180180102575601|23920|1|00000,2023-10-05,0,2023-04-01,2023-09-09,5,161,3
GN_1180180102598603,GN|1180180102598603|23920|1|00000,2023-10-05,15,2023-04-01,2023-09-09,5,161,3
GN_1180180102625103,GN|1180180102625103|23920|1|00000,2023-10-05,43,2023-04-01,2023-09-09,5,161,3
GN_1180180102645301,GN|1180180102645301|23920|1|00000,2023-10-05,40,2023-04-01,2023-09-09,5,161,3
